priority rank,old URL,post title,image source,image found yes/no,image uploaded to Sanity yes/no,Sanity image asset reference,alt text,fallback used yes/no,repeated image risk,old repeated image refreshed yes/no,notes
66,https://chamanlawfirm.com/how-can-issues-of-land-fraud-and-illegal-land-transactions-be-addressed-in-nigeria/,Addressing Land Fraud and Illegal Land Transactions in Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/Process-for-Obtaining-Governors-Consent-for-Land-Transactions-in-Nigeria-1-768x456.webp,yes,yes,image-317290dc6c5ce2188314b11919c02cd69769db28-768x456-webp,Addressing Land Fraud and Illegal Land Transactions in Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,existing_asset_reused
67,https://chamanlawfirm.com/how-to-register-a-company-in-nigeria-2024/,How to Register a Company in Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/company-registration-in-nigeria-A85gZByM4OH8qREZ-3.jpg,yes,yes,image-f94c2c1b6abcd6da9e561a41171c08c48c2d66e4-577x313-jpg,How to Register a Company in Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,existing_asset_reused
68,https://chamanlawfirm.com/duties-of-company-board-of-directors/,Duties of Company Board Directors in Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/duties-of-company-board-of-directors-m2WoM3yRXyiblRLr-1-768x432.jpg.webp,yes,yes,image-f6be5d8c04e95f786e9b5a2f305cc736a9369748-768x432-webp,Duties of Company Board Directors in Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,existing_asset_reused
69,https://chamanlawfirm.com/how-do-i-process-probate-for-an-estate/,How Do I Process Probate For An Estate,,no,no,,How Do I Process Probate For An Estate legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,image not found in archive from SQL/RankMath/body evidence
70,https://chamanlawfirm.com/10-proven-insights-into-tenancy-law-in-lago/,10 Proven Insights Into Tenancy Law In Lago,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/12/download-1.jpg,yes,no,,10 Proven Insights Into Tenancy Law In Lago legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
71,https://chamanlawfirm.com/termination-of-construction-contracts/,Termination Of Construction Contracts,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/Terminate_IMG-1000x694.webp,yes,no,,Termination Of Construction Contracts legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
72,https://chamanlawfirm.com/steps-on-how-to-company-in-nigeria/,Steps On How To Company In Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/10/incorporation-400x400-1-1.jpg,yes,no,,Steps On How To Company In Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
73,https://chamanlawfirm.com/foreigners-visa-challenges-in-nigeria/,Foreigners Visa Challenges In Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/02-41.jpg,yes,no,,Foreigners Visa Challenges In Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
74,https://chamanlawfirm.com/compliance-with-debt-recovery-regulations/,Compliance With Debt Recovery Regulations in Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/01-75.jpg,yes,yes,image-9e1d499285a3735222ebe6bead7528f68c364fe7-275x183-jpg,Compliance With Debt Recovery Regulations in Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,existing_asset_reused
75,https://chamanlawfirm.com/due-diligence-in-real-estate-transaction/,Due Diligence in Real Estate Transactions,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/taxes-on-real-estate-transactions.-dOq05a1326s6yJ7J-2-768x456.jpg,yes,yes,image-e6cdc68a890ddee1691068961145e9bea0d6034e-768x456-jpg,Due Diligence in Real Estate Transactions legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,existing_asset_reused
76,https://chamanlawfirm.com/invest-in-land-banking-or-developed-estates/,Invest In Land Banking Or Developed Estates,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2025/10/Is-It-Better-to-Invest-in-Land-Banking-or-Developed-Estates-in-Lekki.jpg,yes,no,,Invest In Land Banking Or Developed Estates legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
77,https://chamanlawfirm.com/key-differences-explained-deeds-chaman-law-firm/,Key Differences Explained Deeds Chaman Law Firm,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/12/ai-act-explained-768x456.jpg,yes,no,,Key Differences Explained Deeds Chaman Law Firm legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
78,https://chamanlawfirm.com/the-role-of-lawyers-in-debt-recovery-5-keys/,Role of Lawyers in Debt Recovery in Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/debtrecovery_IMG.jpg,yes,yes,image-24a8eb7cbbd9da064592a7b32cdf5b817fce1e05-800x500-jpg,Role of Lawyers in Debt Recovery in Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,existing_asset_reused
79,https://chamanlawfirm.com/intellectual-property-in-franchise-operations/,Intellectual Property in Franchise Operations,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/intellectualproperty_IMG.jpg,yes,yes,image-5d469de6e030adf04f2e82903ab73b2091fc01d9-400x300-jpg,Intellectual Property in Franchise Operations legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,existing_asset_reused
80,https://chamanlawfirm.com/powerful-step-buying-family-land-in-lagos/,Powerful Step Buying Family Land In Lagos,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/12/5-Powerful-Future-Trends-in-Cyber-Law-Navigating-the-Evolving-Digital-Landscape-for-Positive-768x456.jpg,yes,no,,Powerful Step Buying Family Land In Lagos legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
81,https://chamanlawfirm.com/the-role-of-real-estate-investment-trusts/,The Role Of Real Estate Investment Trusts,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/REITs.jpg,yes,no,,The Role Of Real Estate Investment Trusts legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
82,https://chamanlawfirm.com/5-ways-to-avoid-property-scam-in-nigeria/,5 Ways To Avoid Property Scam In Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2025/02/DALL-+E-2025-02-12-16.04.30-An-informative-and-eye-catching-illustration-titled-5-Ways-to-Avoid-Property-Scams-in-Nigeria.-The-image-should-feature-five-distinct-visual-element.webp,yes,no,,5 Ways To Avoid Property Scam In Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
83,https://chamanlawfirm.com/disputes-arising-from-property-ownership/,Disputes Arising From Property Ownership in Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/10/images-23.jpeg,yes,yes,image-a7e8a02e7018179eff031856e2a2218fa22c963f-318x159-jpg,Disputes Arising From Property Ownership in Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,existing_asset_reused
84,https://chamanlawfirm.com/corporate-fraud-and-mismanagement/,Corporate Fraud and Mismanagement in Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/corporate-fraud-1078x694.webp,yes,yes,image-c73826e8efca9ea6500882d645981d72884309b9-1078x694-webp,Corporate Fraud and Mismanagement in Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,existing_asset_reused
85,https://chamanlawfirm.com/environmental-law-and-corporate/,Environmental Law And Corporate,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/12/Charles-Chukwuma-Nkwoka-Corporate-Picture-13-768x1152.jpg,yes,no,,Environmental Law And Corporate legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
86,https://chamanlawfirm.com/corporate-governance-failures-on-debt/,Corporate Governance Failures On Debt,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/01-12.png,yes,no,,Corporate Governance Failures On Debt legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
87,https://chamanlawfirm.com/available-remedies-in-civil-litigation/,Available Remedies In Civil Litigation,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/01-45.jpg,yes,no,,Available Remedies In Civil Litigation legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
88,https://chamanlawfirm.com/legal-assistance-for-visa-appeals-5-step/,Legal Assistance for Visa Appeals in Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/10/image-40.png,yes,yes,image-d230c4e9855a1742b8f1b05955a2904185ded1c8-512x340-png,Legal Assistance for Visa Appeals in Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,existing_asset_reused
89,https://chamanlawfirm.com/thing-you-need-to-know-about-a-legal-will/,What to Know About a Legal Will in Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/12/images-2024-12-10T095757.415.jpeg,yes,yes,image-6cbe035954b4ebbad0d91d504d3ddc83f1ce7aeb-275x184-jpg,What to Know About a Legal Will in Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,existing_asset_reused
90,https://chamanlawfirm.com/matrimonial-reliefs-in-nigeria/,Matrimonial Reliefs In Nigeria,,no,no,,Matrimonial Reliefs In Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,image not found in archive from SQL/RankMath/body evidence
91,https://chamanlawfirm.com/obtaining-land-titles-in-rural-areas/,Obtaining Land Titles In Rural Areas,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/What-Challenges-do-Women-Face-in-Obtaining-Land-Titles-in-Nigeria-768x640.webp,yes,no,,Obtaining Land Titles In Rural Areas legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
92,https://chamanlawfirm.com/obtaining-letters-of-administration-in-ogun/,Obtaining Letters Of Administration In Ogun,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/A-Comprehensive-Guide-to-Obtaining-a-C-of-O-in-Ogun-State-768x768.webp,yes,no,,Obtaining Letters Of Administration In Ogun legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
93,https://chamanlawfirm.com/challenges-women-face-in-obtaining-land-titles/,Challenges Women Face in Obtaining Land Titles in Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/What-Challenges-do-Women-Face-in-Obtaining-Land-Titles-in-Nigeria-768x640.webp,yes,yes,image-5d322ffd3038167c8875584f5537c0148d3dc034-768x640-webp,Challenges Women Face in Obtaining Land Titles in Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,existing_asset_reused
94,https://chamanlawfirm.com/what-are-the-implications-of-land-use-conversion-on-land-ownership-in-nigeria/,What Are The Implications Of Land Use Conversion On Land Ownership In Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/What-are-the-Implications-of-Land-Titles-on-Cultural-Heritage-Preservation-in-Nigeria-1080x694.webp,yes,no,,What Are The Implications Of Land Use Conversion On Land Ownership In Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
95,https://chamanlawfirm.com/digitization-impact-land-title-registration/,Impact of Digitization on Land Title Registration,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/procedure-for-land-registration-ALpG39peV9uyaZGa-3.webp,yes,yes,image-8910081fa28ef07cf577cfcdeded519b48e39460-857x467-webp,Impact of Digitization on Land Title Registration legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,existing_asset_reused
96,https://chamanlawfirm.com/newblogpost-ztnezvare-non-resident-companies-liable-to-tax-in-nigeria/,Newblogpost Ztnezvare Non Resident Companies Liable To Tax In Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/05/Companies-Act-Amendment-768x456.jpg,yes,no,,Newblogpost Ztnezvare Non Resident Companies Liable To Tax In Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
97,https://chamanlawfirm.com/a-will-made-abroad-cover-property-in-ogun/,A Will Made Abroad Cover Property In Ogun,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/Property-Guru-in-Lagos-and-Ogun-State-Charles-Chukwuma-Nkwoka-Esq.-AVLLzM4byoFNjnQ6-1-490x456.jpeg.webp,yes,no,,A Will Made Abroad Cover Property In Ogun legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
98,https://chamanlawfirm.com/legally-binding-contracts/,Legally Binding Contracts in Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/05.webp,yes,yes,image-a4b7497b9712ca8ce42afd14d41e3b29dfecb514-1024x512-webp,Legally Binding Contracts in Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,existing_asset_reused
99,https://chamanlawfirm.com/why-is-lekki-the-best-location-for-luxury/,Why Is Lekki The Best Location For Luxury,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2025/10/Why-Is-Lekki-the-Best-Location-for-Luxury-Real-Estate-Investment.webp,yes,no,,Why Is Lekki The Best Location For Luxury legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
100,https://chamanlawfirm.com/ultimate-legal-guide-to-buying-land-in-niger/,Ultimate Legal Guide To Buying Land In Niger,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/12/images-2024-11-18T173442.411.jpeg,yes,no,,Ultimate Legal Guide To Buying Land In Niger legal guide | Chaman Law Firm,no,not detected in Sprint 10O recovered image evidence,no,ready for upload
