priority rank,old URL,old title,old meta title,old meta description,old content type,current live status,Google ranking/impression/click evidence,featured snippet evidence,old image availability,best new route,whether to preserve same URL or redirect,redirect target,canonical URL,sitemap inclusion,legal safety status,image status,approval status,recovery classification,notes
"111","https://chamanlawfirm.com/how-to-obtain-tax-clearance-certificate/","How To Obtain Tax Clearance Certificate","How To Obtain Tax Clearance Certificate","HOW TO OBTAIN TAX CLEARANCE CERTIFICATE,A Tax Clearance Certificate is confirmation from Revenue...","corporate/commercial","hidden Sanity draft; do not redirect","102 clicks; 14116 impressions; avg position 13.13 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/how-to-obtain-tax-clearance-certificate","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/how-to-obtain-tax-clearance-certificate","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"114","https://chamanlawfirm.com/pohistory-of-legal-profession-in-nigeria/","Pohistory Of Legal Profession In Nigeria","HISTORY OF LEGAL PROFESSION IN NIGERIA","OUR STORY Quality, not quantity We have made quality our habit. It’s not something that we just strive for – we live by this principle every day. HISTORY OF LEGAL PROFESSION IN NIGERIA The history of the legal profess...","general legal education","hidden Sanity draft; do not redirect","102 clicks; 2525 impressions; avg position 15.24 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/pohistory-of-legal-profession-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/pohistory-of-legal-profession-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"115","https://chamanlawfirm.com/land-registration-system-in-nigeria/","Land Registration System In Nigeria","Land Registration System In Nigeria","THE ULTIMATE GUIDE TO NIGERIA'S LAND REGISTRATION SYSTEM; SECURE AND TRANSPARENT PROPERTY OWNERSHIP Property Sale can be formal through Auctions; but to a large extent it is informal through the introduction by agents","property/title","hidden Sanity draft; do not redirect","101 clicks; 7937 impressions; avg position 7.31 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/land-registration-system-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/land-registration-system-in-nigeria","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"116","https://chamanlawfirm.com/lagos-tenancy-fixed-and-periodic-tenancies/","Lagos Tenancy Fixed And Periodic Tenancies","Powerful Steps: Lagos Tenancy: Fixed and Periodic Tenancies","Lagos Tenancy: Fixed and Periodic Tenancies - Understand the key differences between tenancy types before signing your next rental agreement","general legal education","hidden Sanity draft; do not redirect","100 clicks; 6197 impressions; avg position 7.07 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/lagos-tenancy-fixed-and-periodic-tenancies","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/lagos-tenancy-fixed-and-periodic-tenancies","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"117","https://chamanlawfirm.com/expert-witnesses-in-nigeria-court-proceeding/","Expert Witnesses In Nigeria Court Proceeding","Expert Witnesses In Nigeria Court Proceeding ;Crucial Role of Expert Witnesses in Nigerian Court Proceedings: A Powerful Legal Tool","Expert Witnesses In Nigeria Court Proceeding","litigation/ADR","hidden Sanity draft; do not redirect","100 clicks; 3895 impressions; avg position 9.29 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/expert-witnesses-in-nigeria-court-proceeding","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/expert-witnesses-in-nigeria-court-proceeding","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"121","https://chamanlawfirm.com/deed-of-partition-in-nigeria/","Deed Of Partition In Nigeria","Deed Of Partition In Nigeria","DEED OF PARTITION IN NIGERIA WHAT IS A DEED OF PARTITION? A deed of partition for a property is a means of executing a deed to divide a property among two or more persons, usually among the family members or partners.","property/title","hidden Sanity draft; do not redirect","97 clicks; 7388 impressions; avg position 11.7 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/deed-of-partition-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/deed-of-partition-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"122","https://chamanlawfirm.com/land-use-act-1978/","Land Use Act 1978","","","property/title","live 404","96 clicks; 15652 impressions; avg position 12.76 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/land-use-act-1978","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/land-use-act-1978","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image recovery needed","not restored","restore as blog post",""
"123","https://chamanlawfirm.com/landlords-and-tenants-in-nigeria/","Landlords And Tenants In Nigeria","Landlords And Tenants In Nigeria; Know Your Rights or Risk It All: Essential Legal Guide for Landlords and Tenants in Nigeria","Landlords And Tenants In Nigeria In Nigeria's bustling real estate market, understanding the legal rights and responsibilities of landlords and tenants is essential...","property/title","hidden Sanity draft; do not redirect","95 clicks; 13014 impressions; avg position 18.12 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/landlords-and-tenants-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/landlords-and-tenants-in-nigeria","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"124","https://chamanlawfirm.com/maxims-of-equity/","Maxims Of Equity","","","general legal education","live 404","95 clicks; 11092 impressions; avg position 17.03 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/maxims-of-equity","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/maxims-of-equity","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"125","https://chamanlawfirm.com/of-the-securities-and-exchange-commission/","Of The Securities And Exchange Commission","","","general legal education","live 404","95 clicks; 6545 impressions; avg position 13.44 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/of-the-securities-and-exchange-commission","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/of-the-securities-and-exchange-commission","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"127","https://chamanlawfirm.com/digital-evidence-admissibility-in-nigeria/","Digital Evidence Admissibility In Nigeria","","","general legal education","live 404","94 clicks; 7016 impressions; avg position 11.14 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/digital-evidence-admissibility-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/digital-evidence-admissibility-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"128","https://chamanlawfirm.com/probate-in-lagos-everything-you-need-to-know/","Probate In Lagos Everything You Need To Know","Powerful Steps: Probate in Lagos:Everything You Need to Know","Probate in Lagos: Everything You Need to Know - understand the process, timelines, and costs involved in settling a deceased person’s estate.","probate/estate","hidden Sanity draft; do not redirect","94 clicks; 6122 impressions; avg position 4.79 from local GSC Pages.csv","not available locally","legacy image not confirmed","/practice-areas/probate-estate-administration","redirect old URL to best new route","","https://chamanlawfirm.com/practice-areas/probate-estate-administration","included","high - lawyer review required before publication","image recovery needed","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"129","https://chamanlawfirm.com/how-to-register-a-deed-of-assignment-in-ogun/","How To Register A Deed Of Assignment In Ogun","Powerful Steps: How to register a Deed of Assignment in Ogun","How to register a Deed of Assignment in Ogun State with comprehensive guides to the process, requirements, fees, and tips to secure your property","property/title","approved Sanity post; missing old-url redirect","94 clicks; 2623 impressions; avg position 3.99 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/how-to-register-a-deed-of-assignment-in-ogun","redirect old URL to best new route","/resources/blog/how-to-register-a-deed-of-assignment-in-ogun","https://chamanlawfirm.com/resources/blog/how-to-register-a-deed-of-assignment-in-ogun","included","low/medium - editorial and legal review still required","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"130","https://chamanlawfirm.com/how-to-handle-land-grabbers-in-ogun-state/","How To Handle Land Grabbers In Ogun State","Powerful Steps: How to Handle Land Grabbers in Ogun State","How to Handle Land Grabbers in Ogun State - protect your property, avoid falling victim to fraudulent land claims or extortion / Chaman Law Firm","property/title","approved Sanity post; missing old-url redirect","94 clicks; 2455 impressions; avg position 7.01 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/how-to-handle-land-grabbers-in-ogun-state","redirect old URL to best new route","/resources/blog/how-to-handle-land-grabbers-in-ogun-state","https://chamanlawfirm.com/resources/blog/how-to-handle-land-grabbers-in-ogun-state","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"131","https://chamanlawfirm.com/proven-steps-the-canons-of-interpretation/","Proven Steps The Canons Of Interpretation","","","general legal education","live 404","93 clicks; 7675 impressions; avg position 7.97 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/proven-steps-the-canons-of-interpretation","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/proven-steps-the-canons-of-interpretation","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"132","https://chamanlawfirm.com/how-to-file-a-lawsuit-in-nigeria/","How To File A Lawsuit In Nigeria","","","general legal education","live 404","93 clicks; 7639 impressions; avg position 7.05 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/how-to-file-a-lawsuit-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/how-to-file-a-lawsuit-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"133","https://chamanlawfirm.com/legally-combat-police-harassment-in-nigeria/","Legally Combat Police Harassment In Nigeria","Police Harassment :8 Steps to Combat Police Molestation","Police harassment, intimidation, and molestation have unfortunately become common experiences for many Nigerians. Learn to combat police harassment","litigation/ADR","hidden Sanity draft; do not redirect","93 clicks; 4804 impressions; avg position 9.84 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/legally-combat-police-harassment-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/legally-combat-police-harassment-in-nigeria","not included until restored/approved or static target exists","high - lawyer review required before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"134","https://chamanlawfirm.com/rights-of-parties-to-a-mortgage/","Rights Of Parties To A Mortgage","","","general legal education","live 404","93 clicks; 2853 impressions; avg position 19.98 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/rights-of-parties-to-a-mortgage","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/rights-of-parties-to-a-mortgage","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"136","https://chamanlawfirm.com/challenges-of-implementing-the-land-use-act/","Challenges Of Implementing The Land Use Act","Challenges Of Implementing The Land Use Act","The Challenges of Implementing the Land Use Act: A Deep Dive into Nigeria’s Land Administration","property/title","hidden Sanity draft; do not redirect","92 clicks; 6626 impressions; avg position 10.92 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/challenges-of-implementing-the-land-use-act","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/challenges-of-implementing-the-land-use-act","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"137","https://chamanlawfirm.com/board-of-directors-in-nigerian-companies/","Board Of Directors In Nigerian Companies","","","corporate/commercial","live 404","91 clicks; 8410 impressions; avg position 13.69 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/board-of-directors-in-nigerian-companies","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/board-of-directors-in-nigerian-companies","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"138","https://chamanlawfirm.com/how-to-legally-evict-a-tenant-in-lagos-state/","How To Legally Evict A Tenant In Lagos State","How to Legally Evict a Tenant in Lagos State Without Breaking the Law in 6 Proven Steps.","Landlord-tenant disputes are common in Lagos State, with eviction being one of the most sensitive issues. Landlords must understand the legal process of evicting a tenant to avoid contravening laws and facing legal re...","property/title","approved Sanity post; missing old-url redirect","90 clicks; 7981 impressions; avg position 9.58 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/how-to-legally-evict-a-tenant-in-lagos-state","redirect old URL to best new route","/resources/blog/how-to-legally-evict-a-tenant-in-lagos-state","https://chamanlawfirm.com/resources/blog/how-to-legally-evict-a-tenant-in-lagos-state","included","high - lawyer review required before publication","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"140","https://chamanlawfirm.com/methods-of-transfer-of-shares/","Methods Of Transfer Of Shares","","","corporate/commercial","live 404","89 clicks; 6874 impressions; avg position 25.03 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/methods-of-transfer-of-shares","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/methods-of-transfer-of-shares","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"141","https://chamanlawfirm.com/laspppa-what-it-is-and-why-it-matters-in-lagos/","Laspppa What It Is And Why It Matters In Lagos","","","general legal education","live 404","88 clicks; 15004 impressions; avg position 6.39 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/laspppa-what-it-is-and-why-it-matters-in-lagos","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/laspppa-what-it-is-and-why-it-matters-in-lagos","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"143","https://chamanlawfirm.com/can-a-member-be-expelled-from-a-trade-union/","Can A Member Be Expelled From A Trade Union","","","general legal education","live 404","87 clicks; 3688 impressions; avg position 6.26 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/can-a-member-be-expelled-from-a-trade-union","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/can-a-member-be-expelled-from-a-trade-union","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"145","https://chamanlawfirm.com/letter-of-administration-in-ogun-state/","Letter Of Administration In Ogun State","","","probate/estate","live 404","87 clicks; 2544 impressions; avg position 9.57 from local GSC Pages.csv","not available locally","legacy image not confirmed","/practice-areas/probate-estate-administration","redirect old URL to best new route","","https://chamanlawfirm.com/practice-areas/probate-estate-administration","included","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"146","https://chamanlawfirm.com/land-use-act-and-land-tenure-systems/","Land Use Act And Land Tenure Systems","Land Use Act And Land Tenure Systems","Land Use Act and Land tenure systems The Land Use Act vs. Traditional Land Tenure: A Complex Interaction","property/title","hidden Sanity draft; do not redirect","86 clicks; 8434 impressions; avg position 15.81 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/land-use-act-and-land-tenure-systems","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/land-use-act-and-land-tenure-systems","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"147","https://chamanlawfirm.com/international-law-in-conflict-resolution/","International Law In Conflict Resolution","","","general legal education","live 404","86 clicks; 8203 impressions; avg position 12.21 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/international-law-in-conflict-resolution","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/international-law-in-conflict-resolution","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"150","https://chamanlawfirm.com/the-role-of-regulatory-bodies/","The Role Of Regulatory Bodies","","","general legal education","live 404","84 clicks; 12523 impressions; avg position 17.56 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/the-role-of-regulatory-bodies","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/the-role-of-regulatory-bodies","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"151","https://chamanlawfirm.com/who-can-be-a-notary-public/","Who Can Be A Notary Public","Who Can Be A Notary Public","WHO CAN BE A NOTARY PUBLIC The Notaries Public Act 1936 provides for the appointment, roles and responsibilities of a Notary Public in Nigeria. In Nigeria, Notaries Public are appointed by the Chief Justice of Nigeria.","notary/documentation","hidden Sanity draft; do not redirect","83 clicks; 15411 impressions; avg position 10.26 from local GSC Pages.csv","not available locally","legacy image not confirmed","/practice-areas/notary-public-services","redirect old URL to best new route","","https://chamanlawfirm.com/practice-areas/notary-public-services","included","low/medium - editorial and legal review still required","image recovery needed","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"152","https://chamanlawfirm.com/doctrine-of-ultra-vires/","Doctrine Of Ultra Vires","","","general legal education","live 404","83 clicks; 12540 impressions; avg position 18.04 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/doctrine-of-ultra-vires","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/doctrine-of-ultra-vires","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"153","https://chamanlawfirm.com/about-chaman-law-firm/","About Chaman Law Firm","","","general legal education","redirect configured to /about","83 clicks; 7680 impressions; avg position 6.88 from local GSC Pages.csv","not available locally","legacy image not confirmed","/about","redirect old URL to best new route","/about","https://chamanlawfirm.com/about","included","low/medium - editorial and legal review still required","image recovery needed","not restored","redirect one-hop to closest exact live equivalent",""
"154","https://chamanlawfirm.com/minority-protection-rights-and-remedies/","Minority Protection Rights And Remedies","","","general legal education","live 404","83 clicks; 4287 impressions; avg position 14.14 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/minority-protection-rights-and-remedies","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/minority-protection-rights-and-remedies","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"158","https://chamanlawfirm.com/legal-restrictions-to-sale-of-land/","Legal Restrictions To Sale Of Land","","","property/title","live 404","81 clicks; 7000 impressions; avg position 10.7 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/legal-restrictions-to-sale-of-land","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/legal-restrictions-to-sale-of-land","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image recovery needed","not restored","restore as blog post",""
"159","https://chamanlawfirm.com/two-years-rule-as-regards-dissolution-of/","Two Years Rule As Regards Dissolution Of","","","general legal education","live 404","81 clicks; 5229 impressions; avg position 10.07 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/two-years-rule-as-regards-dissolution-of","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/two-years-rule-as-regards-dissolution-of","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"160","https://chamanlawfirm.com/how-to-calculate-and-pay-land-use-charge/","How To Calculate And Pay Land Use Charge","Powerful Steps: How to Calculate and Pay Land Use Charge","Land Use Charge -Discover what the Lagos Land Use Charge is, how it’s calculated, and the step-by-step process for paying it to stay compliant.","property/title","hidden Sanity draft; do not redirect","80 clicks; 8298 impressions; avg position 8.06 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/how-to-calculate-and-pay-land-use-charge","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/how-to-calculate-and-pay-land-use-charge","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"161","https://chamanlawfirm.com/establishing-paternity-and-maternity-under/","Establishing Paternity And Maternity Under","","","general legal education","live 404","80 clicks; 7061 impressions; avg position 10.36 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/establishing-paternity-and-maternity-under","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/establishing-paternity-and-maternity-under","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"162","https://chamanlawfirm.com/the-difference-between-adoption-and-fostering-in-nigeria/","The Difference Between Adoption And Fostering In Nigeria","","","general legal education","live 404","80 clicks; 5716 impressions; avg position 34.37 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/the-difference-between-adoption-and-fostering-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/the-difference-between-adoption-and-fostering-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"163","https://chamanlawfirm.com/selling-a-family-land-without-everyones-consent/","Selling A Family Land Without Everyones Consent","Powerful Steps: Selling a Family Land / Chaman Law Firm","Selling a Family Land Without Everyone’s Consent - Understand your rights and the legal process/ / implications involved. / Chaman Law Firm","property/title","hidden Sanity draft; do not redirect","79 clicks; 7191 impressions; avg position 5.54 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/selling-a-family-land-without-everyones-consent","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/selling-a-family-land-without-everyones-consent","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image recovery needed","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"164","https://chamanlawfirm.com/limitations-to-testamentary-freedom/","Limitations To Testamentary Freedom","","","general legal education","live 404","79 clicks; 1923 impressions; avg position 14.36 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/limitations-to-testamentary-freedom","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/limitations-to-testamentary-freedom","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"166","https://chamanlawfirm.com/the-valid-procession-of-a-statutory-marriage/","The Valid Procession Of A Statutory Marriage","","","family law","live 404","76 clicks; 10495 impressions; avg position 15.83 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/the-valid-procession-of-a-statutory-marriage","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/the-valid-procession-of-a-statutory-marriage","not included until restored/approved or static target exists","high - lawyer review required before publication","image recovery needed","not restored","restore as blog post",""
"167","https://chamanlawfirm.com/successfully-obtain-a-building-plan-approval/","Successfully Obtain A Building Plan Approval","","","general legal education","live 404","75 clicks; 7662 impressions; avg position 11.21 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/successfully-obtain-a-building-plan-approval","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/successfully-obtain-a-building-plan-approval","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"168","https://chamanlawfirm.com/the-morgage-sell-the-mortgaged-property/","The Morgage Sell The Mortgaged Property","Powerful Steps: the Morgage Sell the Mortgaged Property","Under What Circumstance can the Morgage Sell the Mortgaged Property, A mortgage is the transfer of the ownership of an asset by way of security..","property/title","approved Sanity post; missing old-url redirect","75 clicks; 4900 impressions; avg position 16.92 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/the-morgage-sell-the-mortgaged-property","redirect old URL to best new route","/resources/blog/the-morgage-sell-the-mortgaged-property","https://chamanlawfirm.com/resources/blog/the-morgage-sell-the-mortgaged-property","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"169","https://chamanlawfirm.com/what-is-the-legal-status-of-collective-agreement/","What Is The Legal Status Of Collective Agreement","","","general legal education","live 404","75 clicks; 2301 impressions; avg position 10.86 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/what-is-the-legal-status-of-collective-agreement","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/what-is-the-legal-status-of-collective-agreement","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"170","https://chamanlawfirm.com/how-to-obtain-dual-citizenship-in-nigeria-a/","How To Obtain Dual Citizenship In Nigeria A","How to Obtain Dual Citizenship in Nigeria","introduction: Dual citizenship allows individuals to hold citizenship in more than one country simultaneously. For many people, it offers the flexibility to live, work, and travel across borders while retaining ties to","immigration","approved Sanity post; missing old-url redirect","74 clicks; 17312 impressions; avg position 18.62 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/how-to-obtain-dual-citizenship-in-nigeria-a","redirect old URL to best new route","/resources/blog/how-to-obtain-dual-citizenship-in-nigeria-a","https://chamanlawfirm.com/resources/blog/how-to-obtain-dual-citizenship-in-nigeria-a","included","low/medium - editorial and legal review still required","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"171","https://chamanlawfirm.com/powerful-steps-who-is-mercantile-agent/","Powerful Steps Who Is Mercantile Agent","","","general legal education","live 404","74 clicks; 13848 impressions; avg position 10.43 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/powerful-steps-who-is-mercantile-agent","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/powerful-steps-who-is-mercantile-agent","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"173","https://chamanlawfirm.com/contact-for-legal-consultation/","Contact For Legal Consultation","","","general legal education","redirect configured to /consultation","74 clicks; 7109 impressions; avg position 9.19 from local GSC Pages.csv","not available locally","legacy image not confirmed","/consultation","redirect old URL to best new route","/consultation","https://chamanlawfirm.com/consultation","included","low/medium - editorial and legal review still required","image recovery needed","not restored","redirect one-hop to closest exact live equivalent",""
"174","https://chamanlawfirm.com/child-custody-in-customary-marriage/","Child Custody In Customary Marriage","","","family law","live 404","74 clicks; 3514 impressions; avg position 13 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/child-custody-in-customary-marriage","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/child-custody-in-customary-marriage","not included until restored/approved or static target exists","high - lawyer review required before publication","image recovery needed","not restored","restore as blog post",""
"175","https://chamanlawfirm.com/digital-rights-and-freedom-of-expression/","Digital Rights And Freedom Of Expression","","","general legal education","live 404","74 clicks; 2910 impressions; avg position 26.46 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/digital-rights-and-freedom-of-expression","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/digital-rights-and-freedom-of-expression","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"176","https://chamanlawfirm.com/powerful-steps-nimasacertificate/","Powerful Steps Nimasacertificate","","","general legal education","live 404","73 clicks; 12084 impressions; avg position 13.73 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/powerful-steps-nimasacertificate","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/powerful-steps-nimasacertificate","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
