priority rank,old URL,post title,image source,image found yes/no,image uploaded to Sanity yes/no,Sanity image asset reference,alt text,fallback used yes/no,repeated image risk,old repeated image refreshed yes/no,notes
66,https://chamanlawfirm.com/verify-land-ownership-with-the-lagos-state/,How to Verify Land Ownership With Lagos State Records,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/How-Can-Customary-Land-Tenure-Systems-Coexist-with-Statutory-Land-Ownership-768x456.jpg,yes,yes,image-7063488192012fd29acc9138658f4e9db4b15cea-768x456-jpg,How to Verify Land Ownership With Lagos State Records legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,uploaded
67,https://chamanlawfirm.com/probate-for-a-deceased-estate-in-nigeria/,Probate for a Deceased Estate in Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/12/probate-image-2.jpeg,yes,yes,image-11a43ab3566d53d8e8b3c6b965af420a810e85fe-1024x450-jpg,Probate for a Deceased Estate in Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,uploaded
68,https://chamanlawfirm.com/legally-challenge-forged-land-documents-in-ogun/,How to Challenge Forged Land Documents in Ogun State,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2025/09/What-Documents-Should-I-Check-Before-Purchasing-Land-in-Ogun-State-768x512.jpg,yes,yes,image-1f712d6f6d3cbe3cf3cefb80a7d069f612457d50-768x512-jpg,How to Challenge Forged Land Documents in Ogun State legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,existing_asset_reused
69,https://chamanlawfirm.com/taxation-of-retail-sector/,Taxation Of Retail Sector,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/Taxation-1-768x360.jpeg,yes,no,,Taxation Of Retail Sector legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
70,https://chamanlawfirm.com/how-can-nigerians-in-the-diaspora-buy-property/,How Nigerians in the Diaspora Can Buy Property Safely,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2025/10/How-can-Nigerians-in-the-diaspora-buy-property-safely-in-Lekki-1200x800.png,yes,yes,image-728769a73e232560e4c8c67569a2a1f8cc810260-1200x800-png,How Nigerians in the Diaspora Can Buy Property Safely legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,uploaded
71,https://chamanlawfirm.com/lagos-property-succession-how-to-transfer-ownership-after-a-death/,Lagos Property Succession: How to Transfer Ownership After Death,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2025/10/How-to-Transfer-Property-Ownership-to-My-Children-in-Lekki-Legally-1200x800.png,yes,yes,image-122338ab4e1ae48a530784fbefa86b68be81195b-1200x800-png,Lagos Property Succession: How to Transfer Ownership After Death legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,uploaded
72,https://chamanlawfirm.com/how-does-the-land-ucapital-territory-federal/,How Does The Land Ucapital Territory Federal,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/images-11-1.jpeg,yes,no,,How Does The Land Ucapital Territory Federal legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
73,https://chamanlawfirm.com/analyzing-the-growth-of-real-estate-investment/,Analyzing The Growth Of Real Estate Investment,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/05/real-estate-accommodation-property-investment-graphic-word-1170x694.jpg,yes,no,,Analyzing The Growth Of Real Estate Investment legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
74,https://chamanlawfirm.com/procedures-for-making-a-will-in-nigeria/,Procedures for Making a Will in Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2025/06/ultimate-guide-to-child-custody-laws-and-legal-procedures-in-nigeria-768x456.png,yes,yes,image-aa832ade993435db5834852b14c47b14a718cb0b-768x456-png,Procedures for Making a Will in Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,uploaded
75,https://chamanlawfirm.com/legal-requirements-for-land-purchase/,Legal Requirements for Land Purchase in Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/12/Legal-Requirements-for-Land-Purchase-in-Lagos.webp,yes,yes,image-b46a269f17ace8beb1063e3225c698369bb31c61-1024x1024-webp,Legal Requirements for Land Purchase in Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,uploaded
76,https://chamanlawfirm.com/challenge-double-allocation-of-land/,Challenge Double Allocation Of Land,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/What-is-the-Impact-of-Land-Titles-on-the-Allocation-of-Land-for-Cultural-Festivals-and-Events-768x456.webp,yes,no,,Challenge Double Allocation Of Land legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
77,https://chamanlawfirm.com/what-is-the-lagos-state-tenancy-law/,What Is The Lagos State Tenancy Law,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2025/10/What-Is-the-Lagos-State-Tenancy-Law-and-How-Does-It-Apply-in-Lekki-768x456.jpg,yes,no,,What Is The Lagos State Tenancy Law legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
78,https://chamanlawfirm.com/who-are-the-people-entitled-to-pro-b-service/,Who Are The People Entitled To Pro B Service,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/images-12.jpeg,yes,no,,Who Are The People Entitled To Pro B Service legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
79,https://chamanlawfirm.com/guide-to-resolvingproperty-boundary-disputes/,Guide To Resolvingproperty Boundary Disputes,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/12/images-2024-11-22T175753.001.jpeg,yes,no,,Guide To Resolvingproperty Boundary Disputes legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
80,https://chamanlawfirm.com/land-allocation-for-coastal-and-marine-areas/,Land Allocation For Coastal And Marine Areas,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/Provisions-for-Land-Allocation-in-Areas-of-Historical-and-Cultural-Significance-768x640.webp,yes,no,,Land Allocation For Coastal And Marine Areas legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
81,https://chamanlawfirm.com/how-are-conflicts-resolved-under-the-land-use-act/,How Are Conflicts Resolved Under The Land Use Act,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/How-Does-the-Land-Use-Act-Relate-to-Land-Conflicts-in-Nigeria-1080x694.webp,yes,no,,How Are Conflicts Resolved Under The Land Use Act legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
82,https://chamanlawfirm.com/guardian-ad-litem-in-child-custody/,Guardian Ad Litem In Child Custody,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2025/06/How-to-Obtain-Legal-Guardianship-of-a-Child-in-Nigeria-768x512.png,yes,no,,Guardian Ad Litem In Child Custody legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
83,https://chamanlawfirm.com/best-probate-lawyers-in-ogun-state/,Best Probate Lawyers In Ogun State,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2025/07/Best-Probate-Lawyers-in-Ogun-State-for-Grant-of-Probate-and-Estate-Services-768x456.jpg,yes,no,,Best Probate Lawyers In Ogun State legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
84,https://chamanlawfirm.com/financial-contracts-and-agreement-in-nigeria/,Financial Contracts And Agreement In Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/legally-binding-contract_IMG.webp,yes,no,,Financial Contracts And Agreement In Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
85,https://chamanlawfirm.com/powerful-steps-land-surveyors-contribute/,Powerful Steps Land Surveyors Contribute,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/How-do-Land-Surveyors-Contribute-to-Determining-Land-Boundaries-in-Nigeria-768x512.jpg,yes,no,,Powerful Steps Land Surveyors Contribute legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
86,https://chamanlawfirm.com/ejectment-vs-eviction-tenants/,Ejectment Vs Eviction Tenants,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/What-is-the-Difference-between-an-Eviction-768x512.jpg,yes,no,,Ejectment Vs Eviction Tenants legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
87,https://chamanlawfirm.com/the-nigerian-tax-administration/,The Nigerian Tax Administration,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/10/Freelancing-Tips-for-Nigerian-Software-Engineers-390x205-1.webp,yes,no,,The Nigerian Tax Administration legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
88,https://chamanlawfirm.com/obtaining-consent-for-land-transactions/,Obtaining Consent For Land Transactions,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/Process-for-Obtaining-Governors-Consent-for-Land-Transactions-in-Nigeria-1-768x456.webp,yes,no,,Obtaining Consent For Land Transactions legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
89,https://chamanlawfirm.com/the-rights-and-responsibilities-of-landowners/,The Rights And Responsibilities Of Landowners,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/What-are-the-Rights-and-Responsibilities-of-Landowners-in-Nigeria.webp,yes,no,,The Rights And Responsibilities Of Landowners legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
90,https://chamanlawfirm.com/obtaining-a-certificate-of-occupancy-in-lagos/,Obtaining A Certificate Of Occupancy In Lagos,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/Guide-to-Obtaining-a-Certificate-of-Occupancy-C-of-O-in-Ogun-State-768x768.webp,yes,no,,Obtaining A Certificate Of Occupancy In Lagos legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
91,https://chamanlawfirm.com/nigerian-courts-handle-class-action-lawsuits/,Nigerian Courts Handle Class Action Lawsuits,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/Police-Prosecution-in-Nigerian-Courts.webp,yes,no,,Nigerian Courts Handle Class Action Lawsuits legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
92,https://chamanlawfirm.com/what-is-land-excision-in-ogun-state/,What Is Land Excision In Ogun State,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2025/10/What-is-the-difference-between-Excision-Gazette-C-of-O-and-Governors-Consent-in-Lekki-properties-1170x694.png,yes,no,,What Is Land Excision In Ogun State legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
93,https://chamanlawfirm.com/child-custody-and-visitation-during-holidays/,Child Custody And Visitation During Holidays,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/09/01-62.jpg,yes,no,,Child Custody And Visitation During Holidays legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
94,https://chamanlawfirm.com/how-to-start-oil-and-gas-company-in-nigeria/,How To Start Oil And Gas Company In Nigeria,,no,no,,How To Start Oil And Gas Company In Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,image not found in archive from SQL/RankMath/body evidence
95,https://chamanlawfirm.com/how-has-the-land-use-act-in-nigeria-e/,How Has The Land Use Act In Nigeria E,,no,no,,How Has The Land Use Act In Nigeria E legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,image not found in archive from SQL/RankMath/body evidence
96,https://chamanlawfirm.com/capital-gains-tax-calculated-on-property/,Capital Gains Tax Calculated On Property,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2025/10/How-Is-Capital-Gains-Tax-Calculated-on-Property-Sales-in-Lekki-1200x801.jpg,yes,no,,Capital Gains Tax Calculated On Property legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
97,https://chamanlawfirm.com/handling-tax-disputes-and-audits-in-nigeria/,Handling Tax Disputes And Audits In Nigeria,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/12/Common-Property-Ownership-Disputes-in-Nigeria-and-How-to-Resolve-Them.webp,yes,no,,Handling Tax Disputes And Audits In Nigeria legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
98,https://chamanlawfirm.com/enhancing-nigerian-immigration-security/,Enhancing Nigerian Immigration Security,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/10/Cyber-Security-Awareness-1170x694.webp,yes,no,,Enhancing Nigerian Immigration Security legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
99,https://chamanlawfirm.com/blockchain-technology-and-land-title-security/,Blockchain Technology And Land Title Security,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2024/10/Cyber-Security-Awareness-1170x694.webp,yes,no,,Blockchain Technology And Land Title Security legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
100,https://chamanlawfirm.com/where-do-i-verify-land-documents-in-ogun-state/,Where Do I Verify Land Documents In Ogun State,./domains/chamanlawfirm.com/public_html/wp-content/uploads/2025/09/What-Documents-Should-I-Check-Before-Purchasing-Land-in-Ogun-State-768x512.jpg,yes,no,,Where Do I Verify Land Documents In Ogun State legal guide | Chaman Law Firm,no,not detected in Sprint 10N recovered image evidence,no,ready for upload
